Sexo,Idade,Escolaridade,Bairro de Origem,Distrito,Referência,Local de Atendimento,Programa Vinculado,Tipo de Atendimento
Feminino,39,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,56,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,41,Médio Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,56,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,26,Médio Completo,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,34,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,25,Médio Completo,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,25,Médio Completo,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,38,Fundamental Incompleto,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,43,Fundamental Incompleto,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,32,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,47,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,32,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,27,Médio Completo,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,38,Fundamental Incompleto,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,32,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,45,Fundamental Incompleto,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,50,Fundamental Incompleto,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,67,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,70,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,57,Fundamental Incompleto,Holliday,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,26,Médio Completo,Parque São Luiz ,1,CRAS Alto,CRAS Alto,Público Geral,Assistente Social 
Masculino,56,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,51,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,18,Médio Completo,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,23,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,18,Médio Completo,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,61,Fundamental Incompleto,Bonsucesso ,3,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,40,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,62,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,49,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,33,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,68,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,59,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,43,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,56,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,70,Fundamental Incompleto,Brejal,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,29,Médio Completo,Granja Mafra ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,46,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,49,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,56,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,32,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,67,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,51,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,55,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,30,Fundamental Completo,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,55,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,59,Fundamental Incompleto,Três Córregos ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,49,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,56,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,57,Médio Completo,Poço dos Peixes ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,57,Fundamental Incompleto,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,56,Médio Completo,Três Córregos ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,57,Médio Completo,Poço dos Peixes ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,42,Fundamental Incompleto,Providência ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,33,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Ùnico
Feminino,53,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,49,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,51,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,40,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,39,Médio Completo,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,39,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,28,Médio Incompleto,Poço dos Peixes ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,38,Fundamental Incompleto,Fazenda Alpina ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,21,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,19,Médio Completo,Poço dos Peixes ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,31,Fundamental Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,46,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,62,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,56,Médio Completo,Cruzeiro,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,60,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,19,Médio Completo,Pião,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,40,Médio Completo,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,32,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,41,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,62,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,47,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,54,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,51,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,18,Médio Completo,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,51,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,68,Médio Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,39,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,65,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,30,Superior Completo,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,31,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,65,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,18,Médio Completo,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,49,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,39,Médio Incompleto,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,43,Fundamental Incompleto,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,42,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,56,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,28,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,27,Médio Completo,Meudon,1,CRAS Meudom,CRAS Meudom,Público Geral,Assistente Social 
Feminino,74,Não Escolarizado,Santa Rita,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,36,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,40,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,47,Fundamental Incompleto, Cruzeiro ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,56,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,29,Fundamental Incompleto,Campo Limpo,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,56,Médio Completo,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,56,Médio Completo,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,79,Fundamental Incompleto,Serra Do Capim,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,36,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,17,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,43,Fundamental Incompleto,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,59,Não Escolarizado,Santa Rita,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,58,Não Escolarizado,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,65,Fundamental Incompleto,Santa Rita,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,33,Médio Completo,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,18,Médio Completo,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,56,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,47,Médio Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,58,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,40,Médio Incompleto,Andradas,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,61,Fundamental Incompleto,Quinta Lebrão,,CRAS Prata,CRAS Prata,PAIF,Assistente Social 
Feminino,71,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,55,Fundamental Incompleto,Meudon,1,CRAS Meudom,CRAS Meudom,Público Geral,Cadastro Ùnico
Feminino,59,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,30,Médio Completo,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,40,Médio Incompleto,Andradas ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,57,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,64,Não Escolarizado,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,18,Fundamental Incompleto,Ponte Nova,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,80,Médio Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,40,Fundamental Incompleto,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,77,Médio Completo,Várzea ,1,CRAS Alto,CRAS Alto,Público Geral,Cadastro Ùnico
Feminino,65,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,39,Fundamental Incompleto,Providência ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,41,Médio Completo,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,58,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,28,Superior Completo,Jardim Meudon ,1,CRAS Meudom,CRAS Meudom,Público Geral,Cadastro Ùnico
Feminino,57,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,22,Médio Incompleto,Santa Rita,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,20,Médio Completo,Campo Limpo,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,20,Médio Completo,Campo Limpo,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,58,Fundamental Incompleto,Três Córregos ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,30,Médio Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,53,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,59,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,25,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,30,Médio Completo,Campo Limpo,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,50,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,62,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,48,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,63,Não Escolarizado,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,58,Fundamental Incompleto,Três Córregos ,2,CRAS Prata,CRAS Prata,Público Geral,Psicólogo
Feminino,53,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,59,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,32,Médio Completo,Campo Limpo,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,57,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,46,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,65,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Psicólogo
Feminino,25,Fundamental Incompleto,Providência ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,35,Fundamental Incompleto,Três Córregos ,2,CRAS Prata,CRAS Prata,Público Geral,Psicólogo
Feminino,43,Fundamental Incompleto,Água Quente ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,55,Fundamental Incompleto,Pessegueiros ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,45,Fundamental Incompleto,Cruzeiro,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,42,Fundamental Incompleto,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,40,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,18,Fundamental Incompleto,Três Córregos ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,38,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,51,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,43,Fundamental Incompleto,Brejal ,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,55,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,19,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,19,Médio Incompleto,Santa Rita,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,53,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,29,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,19,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,45,Não Escolarizado,Ponte Nova,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,46,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,60,Fundamental Incompleto,Cruzeiro,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,36,Médio Incompleto,Quinta Lebrão,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,37,Fundamental Incompleto,Três Córregos ,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Masculino,81,Não Escolarizado,Providência ,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Masculino,42,Médio Incompleto,Fazenda Alpina ,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Masculino,44,Fundamental Incompleto,Fischer,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,37,Fundamental Incompleto,Três Córregos ,2,CRAS Prata ,CRAS Prata ,Público Geral,Psicólogo
Masculino,61,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Feminino,45,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,33,Médio Incompleto,Prata,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Masculino,34,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,42,Fundamental Incompleto,Providência ,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,54,Não Escolarizado,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,32,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,41,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Masculino,37,Fundamental Incompleto,Arrieiro,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,29,Médio Completo,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,32,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,28,Médio Completo,Prata,2,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,46,Fundamental Incompleto,Arrieiro,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,28,Médio Completo,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,47,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Psicólogo
Masculino,45,Fundamental Incompleto,Soledade ,3,CRAS Bonsucesso ,CRAS Bonsucesso ,Público Geral,Psicólogo
Masculino,45,Fundamental Incompleto,Soledade ,3,CRAS Bonsucesso ,CRAS Bonsucesso ,Público Geral,Psicólogo
Feminino,43,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,27,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,54,Não Escolarizado,Fazenda Ermitage,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,41,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,41,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Masculino,44,Fundamental Incompleto,Fischer,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,24,Médio Completo,Pião,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Masculino,47,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Feminino,65,Fundamental Incompleto,Água Quente ,2,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Feminino,41,Fundamental Incompleto,Água Quente ,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,59,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Masculino,46,Fundamental Incompleto,Água Quente ,2,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Feminino,66,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Masculino,43,Superior Completo,Três Córregos ,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,48,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,35,Médio Completo,Fazenda Ermitage,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,46,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Psicólogo
Masculino,48,Fundamental Incompleto,Santa Rita,2,CRAS Prata,CRAS Prata,Público Geral,Cadastro Ùnico
Feminino,46,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,39,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,39,Médio Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,46,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,35,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,36,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,31,Fundamental Incompleto,Fischer,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,50,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,45,Médio Completo,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,45,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,43,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata,CRAS Prata,Público Geral,Assistente Social 
Feminino,37,Fundamental Incompleto,Fischer,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,43,Médio Completo,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,44,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Feminino,68,Fundamental Incompleto,Fazenda Ermitage,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,65,Fundamental Incompleto,Quinta Lebrão,1,CRAS Prata ,CRAS Prata ,Público Geral,Assistente Social 
Feminino,39,Fundamental Incompleto,Água Quente ,2,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,44,Fundamental Incompleto,Fonte Santa ,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
Feminino,57,Não Escolarizado,Fazenda Ermitage,1,CRAS Prata ,CRAS Prata ,Público Geral,Cadastro Ùnico
