Mês,Sexo,Idade,Escolaridade,Bairro de Origem,Distrito,Referência,Local de Atendimento,Programa Vinculado,Tipo de Atendimento
Fevereiro,Feminino,56,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,53,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,69,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,71,Não Escolarizado,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,36,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,65,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,58,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,66,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,60,Fundamental Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,73,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,31,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,37,Fundamental Completo,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,19,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,73,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,66,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,36,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,32,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,49,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,53,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,51,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,18,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,41,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,59,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,26,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,67,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,32,Fundamental Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,41,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,45,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,55,Médio Incompleto,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,18,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,41,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,47,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,76,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,21,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,52,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,69,Fundamental Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,72,Fundamental Incompleto,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,62,Fundamental Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,33,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,32,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,60,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,34,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,80,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,33,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,57,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,45,Médio Incompleto,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,35,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,18,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,31,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,35,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,19,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,51,Médio Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,40,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,68,Fundamental Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,76,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,85,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,59,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,PAIF,Assistente Social
Fevereiro,Masculino,42,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,60,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,18,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,53,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,42,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,34,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,23,Médio Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,52,Médio Completo,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,23,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,48,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,18,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,61,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,59,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,26,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,78,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,71,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,31,Fundamental Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,30,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,36,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,25,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,31,Fundamental Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,36,Médio Completo,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,30,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,51,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,39,Médio Completo,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,61,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,23,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,22,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,26,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,44,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,18,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,62,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,59,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,66,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,34,Médio Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,41,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,79,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,46,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,81,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,69,Fundamental Incompleto,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,71,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,47,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,45,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,36,Médio Completo,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,31,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,36,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,26,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,30,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,26,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,80,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,56,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,30,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,53,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,43,Fundamental Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,25,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,50,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,31,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,57,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,30,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,43,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,32,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,52,Fundamental Incompleto,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,57,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,50,Médio Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,41,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,65,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,33,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,34,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,37,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,52,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,31,Fundamental Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,30,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,38,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,46,Médio Completo,Vargem Grande,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,33,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,26,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,60,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,38,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,30,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,64,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,41,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,21,Fundamental Completo,Jardim pinheiros,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,27,Fundamental Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,31,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,49,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,19,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,58,Fundamental Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,24,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,24,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,43,Médio Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,35,Fundamental Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,46,Médio Completo,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,42,Médio Completo,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,41,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,60,Fundamental Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,26,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,53,Médio Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,48,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,47,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,38,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,65,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,21,Fundamental Completo,Morro dos Pinheiros,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,58,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,61,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,67,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,37,Médio Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,60,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,56,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,53,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,61,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,32,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,50,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,60,Fundamental Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,61,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,20,Médio Completo,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,57,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,42,Fundamental Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,43,Fundamental Incompleto,Caleme ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,36,Fundamental Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Feminino,31,Fundamental Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Fevereiro,Masculino,70,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,31,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,21,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Masculino,8,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,24,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,49,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,35,Fundamental Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,61,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,46,Médio Completo,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Fevereiro,Feminino,49,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Masculino,68,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,65,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,70,Fundamental Incompleto,PImenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,33,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,22,Médio Completo,Jardim Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,36,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,45,Fundamental Incompleto,PImenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,36,Médio Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,60,Fundamental Incompleto,Dente de Ouro,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Masculino,43,Fundamental Incompleto,Dente de Ouro,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,78,Fundamental Incompleto,Jardim Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,60,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,35,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,34,Superior Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,48,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,32,Médio Completo,PImenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,47,Fundamental Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,55,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,36,Médio Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Masculino,42,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,53,Fundamental Incompleto,PImenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,44,Superior Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Masculino,57,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Masculino,64,Fundamental Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,24,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,26,Médio Incompleto,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,29,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,35,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,19,Médio Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,24,Médio Completo,Jardim Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,41,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Masculino,68,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Março,Feminino,30,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Março,Feminino,37,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Março,Feminino,35,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Março,Feminino,45,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Março,Feminino,36,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,PAIF,Assistente Social
