Sexo,Idade,Escolaridade,Bairro de Origem,Distrito,Referência,Local de Atendimento,Programa Vinculado,Tipo de Atendimento
Feminino,29,Fundamental Completo,Vale Alpino,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,39,Superior Completo,Campanha ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,36,Médio Completo,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,44,Médio Incompleto,Imbiu,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,41,Fundamental Incompleto,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Coordenadora
Feminino,68,Não Escolarizado,Campanha ,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,39,Médio Completo,Vieira,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,60,Fundamental Incompleto,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,38,Fundamental Incompleto,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,34,Médio Completo,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,52,Fundamental Incompleto,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,19,Médio Completo,Vale Alpino,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Masculino,74,Fundamental Incompleto,Imbiu,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,60,Fundamental Incompleto,Imbiu,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,30,Médio Completo,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,34,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,78,Não Escolarizado,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,41,Fundamental Incompleto,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,50,Médio Incompleto,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Masculino,72,Não Escolarizado,Frades,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,26,Médio Incompleto,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,45,Fundamental Incompleto,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,39,Médio Completo,Campanha ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,61,Fundamental Incompleto,Venda Nova,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,53,Fundamental Incompleto,Venda Nova,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,67,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,56,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Coordenadora
Feminino,56,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Masculino,66,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,61,Médio Completo,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,27,Fundamental Completo,Imbiu,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,27,Fundamental Incompleto,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,27,Fundamental Incompleto,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Masculino,48,Fundamental Completo,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Coordenadora
Masculino,44,Fundamental Incompleto,Sebastiana,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,60,Fundamental Incompleto,Vieira,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,47,Fundamental Incompleto,Frades,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Coordenadora
Feminino,30,Fundamental Incompleto,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,55,Médio Completo,Campanha ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,58,Fundamental Incompleto,Bonsucesso,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,51,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Assistente Social
Feminino,37,Fundamental Incompleto,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,31,Médio Incompleto,Vieira,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,54,Fundamental Incompleto,Vieira,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,25,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,51,Não Escolarizado,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,19,Médio Incompleto,Venda Nova,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Masculino,81,Fundamental Incompleto,Imbiu,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,35,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,64,Fundamental Incompleto,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,18,Médio Completo,Santa Rosa ,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,66,Não Escolarizado,Imbiu,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
Feminino,63,Não Escolarizado,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Assistente Social
Feminino,63,Não Escolarizado,Vargem Grande,3º,CRAS Bonsucesso,CRAS Bonsucesso,PAIF,Cadastro Único
Feminino,28,Fundamental Incompleto,Mottas,3º,CRAS Bonsucesso,CRAS Bonsucesso,Público Geral,Cadastro Único
